dataset,n_sample,noise_level,clf_type,acc_train,std_train,acc_valid,std_valid,acc_diff,C,gamma
moons,1000,0.0,svm,1.0,0.0,1.0,0.0,0.0,10.0,1000.0
moons,10000,0.0,log_reg,0.825,0.001,0.825,0.015,0.0,0.001,0.0
moons,10000,0.0,log_reg,0.871,0.001,0.871,0.011,0.0,0.01,0.0
moons,10000,0.0,log_reg,0.89,0.001,0.89,0.011,0.0,0.1,0.0
moons,10000,0.0,log_reg,0.893,0.001,0.893,0.005,0.0,1.0,0.0
moons,10000,0.0,log_reg,0.894,0.001,0.894,0.008,0.0,10.0,0.0
moons,10000,0.0,log_reg,0.894,0.001,0.894,0.009,0.0,100.0,0.0
moons,10000,0.0,log_reg,0.894,0.001,0.894,0.009,0.0,1000.0,0.0
moons,10000,0.0,svm,0.53,0.087,0.517,0.083,0.013,0.1,0.0001
moons,10000,0.0,svm,0.804,0.002,0.804,0.014,0.0,0.1,0.001
moons,10000,0.0,svm,0.859,0.001,0.859,0.014,0.0,0.1,0.01
moons,10000,0.0,svm,0.898,0.001,0.898,0.006,0.0,0.1,0.1
moons,10000,0.0,svm,1.0,0.0,1.0,0.0,0.0,0.1,1.0
moons,10000,0.0,svm,1.0,0.0,1.0,0.0,0.0,0.1,2.0
moons,10000,0.0,svm,1.0,0.0,1.0,0.0,0.0,0.1,5.0
moons,10000,0.0,svm,1.0,0.0,1.0,0.0,0.0,0.1,10.0
moons,10000,0.0,svm,1.0,0.0,1.0,0.0,0.0,0.1,25.0
moons,10000,0.0,svm,1.0,0.0,1.0,0.0,0.0,0.1,50.0
moons,10000,0.0,svm,1.0,0.0,1.0,0.0,0.0,0.1,100.0
moons,10000,0.0,svm,1.0,0.0,1.0,0.0,0.0,0.1,250.0
moons,10000,0.0,svm,1.0,0.0,1.0,0.0,0.0,0.1,500.0
moons,10000,0.0,svm,1.0,0.0,1.0,0.0,0.0,0.1,1000.0
moons,10000,0.0,svm,0.804,0.001,0.803,0.013,0.001,1.0,0.0001
moons,10000,0.0,svm,0.86,0.001,0.86,0.006,0.0,1.0,0.001
moons,10000,0.0,svm,0.88,0.001,0.88,0.01,0.0,1.0,0.01
moons,10000,0.0,svm,1.0,0.0,1.0,0.0,0.0,1.0,0.1
moons,10000,0.0,svm,1.0,0.0,1.0,0.0,0.0,1.0,1.0
moons,10000,0.0,svm,1.0,0.0,1.0,0.0,0.0,1.0,2.0
moons,10000,0.0,svm,1.0,0.0,1.0,0.0,0.0,1.0,5.0
moons,10000,0.0,svm,1.0,0.0,1.0,0.0,0.0,1.0,10.0
moons,10000,0.0,svm,1.0,0.0,1.0,0.0,0.0,1.0,25.0
moons,10000,0.0,svm,1.0,0.0,1.0,0.0,0.0,1.0,50.0
moons,10000,0.0,svm,1.0,0.0,1.0,0.0,0.0,1.0,100.0
moons,10000,0.0,svm,1.0,0.0,1.0,0.0,0.0,1.0,250.0
moons,10000,0.0,svm,1.0,0.0,1.0,0.0,0.0,1.0,500.0
moons,10000,0.0,svm,1.0,0.0,1.0,0.0,0.0,1.0,1000.0
moons,10000,0.0,svm,0.86,0.001,0.86,0.01,0.0,10.0,0.0001
moons,10000,0.0,svm,0.88,0.001,0.88,0.013,0.0,10.0,0.001
moons,10000,0.0,svm,0.887,0.001,0.888,0.007,-0.001,10.0,0.01
moons,10000,0.0,svm,1.0,0.0,1.0,0.0,0.0,10.0,0.1
moons,10000,0.0,svm,1.0,0.0,1.0,0.0,0.0,10.0,1.0
moons,10000,0.0,svm,1.0,0.0,1.0,0.0,0.0,10.0,2.0
moons,10000,0.0,svm,1.0,0.0,1.0,0.0,0.0,10.0,5.0
moons,10000,0.0,svm,1.0,0.0,1.0,0.0,0.0,10.0,10.0
moons,10000,0.0,svm,1.0,0.0,1.0,0.0,0.0,10.0,25.0
moons,10000,0.0,svm,1.0,0.0,1.0,0.0,0.0,10.0,50.0
moons,10000,0.0,svm,1.0,0.0,1.0,0.0,0.0,10.0,100.0
moons,10000,0.0,svm,1.0,0.0,1.0,0.0,0.0,10.0,250.0
moons,10000,0.0,svm,1.0,0.0,1.0,0.0,0.0,10.0,500.0
moons,10000,0.0,svm,1.0,0.0,1.0,0.0,0.0,10.0,1000.0
moons,10,0.1,log_reg,0.6,0.054,0.6,0.49,0.0,0.001,0.0
moons,10,0.1,log_reg,0.6,0.054,0.6,0.49,0.0,0.01,0.0
moons,10,0.1,log_reg,0.767,0.092,0.6,0.49,0.167,0.1,0.0
moons,10,0.1,log_reg,0.9,0.033,0.9,0.3,0.0,1.0,0.0
moons,10,0.1,log_reg,0.989,0.033,0.9,0.3,0.089,10.0,0.0
moons,10,0.1,log_reg,1.0,0.0,0.7,0.458,0.3,100.0,0.0
moons,10,0.1,log_reg,1.0,0.0,0.7,0.458,0.3,1000.0,0.0
moons,10,0.1,svm,0.6,0.054,0.6,0.49,0.0,0.1,0.0001
moons,10,0.1,svm,0.6,0.054,0.6,0.49,0.0,0.1,0.001
moons,10,0.1,svm,0.6,0.054,0.6,0.49,0.0,0.1,0.01
moons,10,0.1,svm,0.6,0.054,0.6,0.49,0.0,0.1,0.1
moons,10,0.1,svm,0.6,0.054,0.6,0.49,0.0,0.1,1.0
moons,10,0.1,svm,0.6,0.054,0.6,0.49,0.0,0.1,2.0
moons,10,0.1,svm,0.6,0.054,0.6,0.49,0.0,0.1,5.0
moons,10,0.1,svm,0.6,0.054,0.6,0.49,0.0,0.1,10.0
moons,10,0.1,svm,0.6,0.054,0.6,0.49,0.0,0.1,25.0
moons,10,0.1,svm,0.6,0.054,0.6,0.49,0.0,0.1,50.0
moons,10,0.1,svm,0.6,0.054,0.6,0.49,0.0,0.1,100.0
moons,10,0.1,svm,0.6,0.054,0.6,0.49,0.0,0.1,250.0
moons,10,0.1,svm,0.6,0.054,0.6,0.49,0.0,0.1,500.0
moons,10,0.1,svm,0.6,0.054,0.6,0.49,0.0,0.1,1000.0
moons,10,0.1,svm,0.6,0.054,0.6,0.49,0.0,1.0,0.0001
moons,10,0.1,svm,0.6,0.054,0.6,0.49,0.0,1.0,0.001
moons,10,0.1,svm,0.6,0.054,0.6,0.49,0.0,1.0,0.01
moons,10,0.1,svm,0.878,0.06,0.9,0.3,-0.022,1.0,0.1
moons,10,0.1,svm,0.989,0.033,0.9,0.3,0.089,1.0,1.0
moons,10,0.1,svm,1.0,0.0,0.9,0.3,0.1,1.0,2.0
moons,10,0.1,svm,1.0,0.0,0.7,0.458,0.3,1.0,5.0
moons,10,0.1,svm,1.0,0.0,0.6,0.49,0.4,1.0,10.0
moons,10,0.1,svm,1.0,0.0,0.3,0.458,0.7,1.0,25.0
moons,10,0.1,svm,1.0,0.0,0.6,0.49,0.4,1.0,50.0
moons,10,0.1,svm,1.0,0.0,0.6,0.49,0.4,1.0,100.0
moons,10,0.1,svm,1.0,0.0,0.6,0.49,0.4,1.0,250.0
moons,10,0.1,svm,1.0,0.0,0.6,0.49,0.4,1.0,500.0
moons,10,0.1,svm,1.0,0.0,0.6,0.49,0.4,1.0,1000.0
moons,10,0.1,svm,0.6,0.054,0.6,0.49,0.0,10.0,0.0001
moons,10,0.1,svm,0.6,0.054,0.6,0.49,0.0,10.0,0.001
moons,10,0.1,svm,0.9,0.033,0.9,0.3,0.0,10.0,0.01
moons,10,0.1,svm,0.911,0.044,0.8,0.4,0.111,10.0,0.1
moons,10,0.1,svm,1.0,0.0,0.9,0.3,0.1,10.0,1.0
moons,10,0.1,svm,1.0,0.0,0.9,0.3,0.1,10.0,2.0
moons,10,0.1,svm,1.0,0.0,0.7,0.458,0.3,10.0,5.0
moons,10,0.1,svm,1.0,0.0,0.7,0.458,0.3,10.0,10.0
moons,10,0.1,svm,1.0,0.0,0.3,0.458,0.7,10.0,25.0
moons,10,0.1,svm,1.0,0.0,0.6,0.49,0.4,10.0,50.0
moons,10,0.1,svm,1.0,0.0,0.6,0.49,0.4,10.0,100.0
moons,10,0.1,svm,1.0,0.0,0.6,0.49,0.4,10.0,250.0
moons,10,0.1,svm,1.0,0.0,0.6,0.49,0.4,10.0,500.0
moons,10,0.1,svm,1.0,0.0,0.6,0.49,0.4,10.0,1000.0
moons,50,0.1,log_reg,0.6,0.02,0.6,0.179,0.0,0.001,0.0
moons,50,0.1,log_reg,0.6,0.02,0.6,0.179,0.0,0.01,0.0
moons,50,0.1,log_reg,0.818,0.026,0.78,0.244,0.038,0.1,0.0
moons,50,0.1,log_reg,0.856,0.015,0.86,0.18,-0.004,1.0,0.0
moons,50,0.1,log_reg,0.898,0.028,0.84,0.196,0.058,10.0,0.0
moons,50,0.1,log_reg,0.911,0.017,0.86,0.092,0.051,100.0,0.0
moons,50,0.1,log_reg,0.907,0.017,0.86,0.128,0.047,1000.0,0.0
moons,50,0.1,svm,0.6,0.02,0.6,0.179,0.0,0.1,0.0001
moons,50,0.1,svm,0.6,0.026,0.6,0.237,0.0,0.1,0.001
moons,50,0.1,svm,0.6,0.026,0.6,0.237,0.0,0.1,0.01
moons,50,0.1,svm,0.6,0.02,0.6,0.179,0.0,0.1,0.1
moons,50,0.1,svm,0.789,0.053,0.7,0.241,0.089,0.1,1.0
moons,50,0.1,svm,0.767,0.068,0.68,0.204,0.087,0.1,2.0
moons,50,0.1,svm,0.616,0.017,0.6,0.2,0.016,0.1,5.0
moons,50,0.1,svm,0.6,0.024,0.6,0.219,0.0,0.1,10.0
moons,50,0.1,svm,0.6,0.022,0.6,0.2,0.0,0.1,25.0
moons,50,0.1,svm,0.6,0.028,0.6,0.253,0.0,0.1,50.0
moons,50,0.1,svm,0.6,0.026,0.6,0.237,0.0,0.1,100.0
moons,50,0.1,svm,0.6,0.03,0.6,0.268,0.0,0.1,250.0
moons,50,0.1,svm,0.6,0.026,0.6,0.237,0.0,0.1,500.0
moons,50,0.1,svm,0.6,0.014,0.6,0.126,0.0,0.1,1000.0
moons,50,0.1,svm,0.6,0.024,0.6,0.219,0.0,1.0,0.0001
moons,50,0.1,svm,0.6,0.017,0.6,0.155,0.0,1.0,0.001
moons,50,0.1,svm,0.6,0.02,0.6,0.179,0.0,1.0,0.01
moons,50,0.1,svm,0.844,0.014,0.84,0.12,0.004,1.0,0.1
moons,50,0.1,svm,0.998,0.007,0.98,0.06,0.018,1.0,1.0
moons,50,0.1,svm,1.0,0.0,1.0,0.0,0.0,1.0,2.0
moons,50,0.1,svm,1.0,0.0,1.0,0.0,0.0,1.0,5.0
moons,50,0.1,svm,1.0,0.0,1.0,0.0,0.0,1.0,10.0
moons,50,0.1,svm,1.0,0.0,1.0,0.0,0.0,1.0,25.0
moons,50,0.1,svm,1.0,0.0,0.9,0.134,0.1,1.0,50.0
moons,50,0.1,svm,1.0,0.0,0.76,0.15,0.24,1.0,100.0
moons,50,0.1,svm,1.0,0.0,0.6,0.268,0.4,1.0,250.0
moons,50,0.1,svm,1.0,0.0,0.6,0.179,0.4,1.0,500.0
moons,50,0.1,svm,1.0,0.0,0.6,0.268,0.4,1.0,1000.0
moons,50,0.1,svm,0.6,0.02,0.6,0.179,0.0,10.0,0.0001
moons,50,0.1,svm,0.6,0.022,0.6,0.2,0.0,10.0,0.001
moons,50,0.1,svm,0.849,0.017,0.86,0.128,-0.011,10.0,0.01
moons,50,0.1,svm,0.918,0.01,0.88,0.133,0.038,10.0,0.1
moons,50,0.1,svm,1.0,0.0,1.0,0.0,0.0,10.0,1.0
moons,50,0.1,svm,1.0,0.0,1.0,0.0,0.0,10.0,2.0
moons,50,0.1,svm,1.0,0.0,0.98,0.06,0.02,10.0,5.0
moons,50,0.1,svm,1.0,0.0,1.0,0.0,0.0,10.0,10.0
moons,50,0.1,svm,1.0,0.0,1.0,0.0,0.0,10.0,25.0
moons,50,0.1,svm,1.0,0.0,0.9,0.134,0.1,10.0,50.0
moons,50,0.1,svm,1.0,0.0,0.76,0.196,0.24,10.0,100.0
moons,50,0.1,svm,1.0,0.0,0.6,0.179,0.4,10.0,250.0
moons,50,0.1,svm,1.0,0.0,0.6,0.219,0.4,10.0,500.0
moons,50,0.1,svm,1.0,0.0,0.6,0.126,0.4,10.0,1000.0
moons,100,0.1,log_reg,0.624,0.128,0.55,0.216,0.074,0.001,0.0
moons,100,0.1,log_reg,0.811,0.014,0.76,0.12,0.051,0.01,0.0
moons,100,0.1,log_reg,0.822,0.011,0.81,0.083,0.012,0.1,0.0
moons,100,0.1,log_reg,0.868,0.014,0.86,0.136,0.008,1.0,0.0
moons,100,0.1,log_reg,0.884,0.01,0.88,0.087,0.004,10.0,0.0
moons,100,0.1,log_reg,0.894,0.013,0.87,0.064,0.024,100.0,0.0
moons,100,0.1,log_reg,0.896,0.016,0.89,0.07,0.006,1000.0,0.0
moons,100,0.1,svm,0.571,0.101,0.48,0.218,0.091,0.1,0.0001
moons,100,0.1,svm,0.578,0.109,0.41,0.226,0.168,0.1,0.001
moons,100,0.1,svm,0.6,0.121,0.52,0.223,0.08,0.1,0.01
moons,100,0.1,svm,0.797,0.012,0.79,0.054,0.007,0.1,0.1
moons,100,0.1,svm,0.923,0.014,0.91,0.114,0.013,0.1,1.0
moons,100,0.1,svm,0.98,0.004,0.97,0.046,0.01,0.1,2.0
moons,100,0.1,svm,0.992,0.005,0.99,0.03,0.002,0.1,5.0
moons,100,0.1,svm,0.999,0.003,0.99,0.03,0.009,0.1,10.0
moons,100,0.1,svm,0.87,0.121,0.76,0.224,0.11,0.1,25.0
moons,100,0.1,svm,0.57,0.144,0.51,0.176,0.06,0.1,50.0
moons,100,0.1,svm,0.614,0.193,0.49,0.23,0.124,0.1,100.0
moons,100,0.1,svm,0.567,0.145,0.42,0.172,0.147,0.1,250.0
moons,100,0.1,svm,0.76,0.24,0.48,0.125,0.28,0.1,500.0
moons,100,0.1,svm,0.76,0.24,0.43,0.09,0.33,0.1,1000.0
moons,100,0.1,svm,0.571,0.107,0.48,0.214,0.091,1.0,0.0001
moons,100,0.1,svm,0.546,0.081,0.43,0.155,0.116,1.0,0.001
moons,100,0.1,svm,0.799,0.012,0.8,0.118,-0.001,1.0,0.01
moons,100,0.1,svm,0.866,0.016,0.85,0.12,0.016,1.0,0.1
moons,100,0.1,svm,0.996,0.005,0.99,0.03,0.006,1.0,1.0
moons,100,0.1,svm,1.0,0.0,1.0,0.0,0.0,1.0,2.0
moons,100,0.1,svm,1.0,0.0,1.0,0.0,0.0,1.0,5.0
moons,100,0.1,svm,1.0,0.0,1.0,0.0,0.0,1.0,10.0
moons,100,0.1,svm,1.0,0.0,1.0,0.0,0.0,1.0,25.0
moons,100,0.1,svm,1.0,0.0,1.0,0.0,0.0,1.0,50.0
moons,100,0.1,svm,1.0,0.0,0.99,0.03,0.01,1.0,100.0
moons,100,0.1,svm,1.0,0.0,0.91,0.122,0.09,1.0,250.0
moons,100,0.1,svm,1.0,0.0,0.72,0.183,0.28,1.0,500.0
moons,100,0.1,svm,1.0,0.0,0.6,0.179,0.4,1.0,1000.0
moons,100,0.1,svm,0.601,0.123,0.49,0.217,0.111,10.0,0.0001
moons,100,0.1,svm,0.802,0.013,0.8,0.077,0.002,10.0,0.001
moons,100,0.1,svm,0.867,0.012,0.87,0.09,-0.003,10.0,0.01
moons,100,0.1,svm,0.904,0.018,0.88,0.117,0.024,10.0,0.1
moons,100,0.1,svm,1.0,0.0,1.0,0.0,0.0,10.0,1.0
moons,100,0.1,svm,1.0,0.0,1.0,0.0,0.0,10.0,2.0
moons,100,0.1,svm,1.0,0.0,1.0,0.0,0.0,10.0,5.0
moons,100,0.1,svm,1.0,0.0,1.0,0.0,0.0,10.0,10.0
moons,100,0.1,svm,1.0,0.0,0.99,0.03,0.01,10.0,25.0
moons,100,0.1,svm,1.0,0.0,0.98,0.06,0.02,10.0,50.0
moons,100,0.1,svm,1.0,0.0,0.99,0.03,0.01,10.0,100.0
moons,100,0.1,svm,1.0,0.0,0.92,0.075,0.08,10.0,250.0
moons,100,0.1,svm,1.0,0.0,0.7,0.19,0.3,10.0,500.0
moons,100,0.1,svm,1.0,0.0,0.59,0.17,0.41,10.0,1000.0
moons,1000,0.1,log_reg,0.801,0.004,0.801,0.04,0.0,0.001,0.0
moons,1000,0.1,log_reg,0.828,0.003,0.829,0.021,-0.001,0.01,0.0
moons,1000,0.1,log_reg,0.875,0.003,0.874,0.024,0.001,0.1,0.0
moons,1000,0.1,log_reg,0.893,0.004,0.892,0.029,0.001,1.0,0.0
moons,1000,0.1,log_reg,0.899,0.003,0.897,0.031,0.002,10.0,0.0
moons,1000,0.1,log_reg,0.899,0.003,0.897,0.022,0.002,100.0,0.0
moons,1000,0.1,log_reg,0.899,0.005,0.897,0.037,0.002,1000.0,0.0
moons,1000,0.1,svm,0.564,0.117,0.532,0.134,0.032,0.1,0.0001
moons,1000,0.1,svm,0.536,0.09,0.486,0.083,0.05,0.1,0.001
moons,1000,0.1,svm,0.814,0.002,0.812,0.018,0.002,0.1,0.01
moons,1000,0.1,svm,0.861,0.005,0.86,0.023,0.001,0.1,0.1
moons,1000,0.1,svm,0.992,0.001,0.992,0.009,0.0,0.1,1.0
moons,1000,0.1,svm,0.997,0.001,0.996,0.005,0.001,0.1,2.0
moons,1000,0.1,svm,1.0,0.0,1.0,0.0,0.0,0.1,5.0
moons,1000,0.1,svm,1.0,0.0,1.0,0.0,0.0,0.1,10.0
moons,1000,0.1,svm,1.0,0.0,1.0,0.0,0.0,0.1,25.0
moons,1000,0.1,svm,1.0,0.0,1.0,0.0,0.0,0.1,50.0
moons,1000,0.1,svm,1.0,0.0,0.999,0.003,0.001,0.1,100.0
moons,1000,0.1,svm,0.987,0.012,0.965,0.027,0.022,0.1,250.0
moons,1000,0.1,svm,0.693,0.161,0.602,0.189,0.091,0.1,500.0
moons,1000,0.1,svm,0.604,0.198,0.56,0.19,0.044,0.1,1000.0
moons,1000,0.1,svm,0.566,0.119,0.516,0.119,0.05,1.0,0.0001
moons,1000,0.1,svm,0.814,0.004,0.814,0.039,0.0,1.0,0.001
moons,1000,0.1,svm,0.859,0.004,0.858,0.038,0.001,1.0,0.01
moons,1000,0.1,svm,0.907,0.004,0.904,0.029,0.003,1.0,0.1
moons,1000,0.1,svm,1.0,0.0,1.0,0.0,0.0,1.0,1.0
moons,1000,0.1,svm,1.0,0.0,1.0,0.0,0.0,1.0,2.0
moons,1000,0.1,svm,1.0,0.0,1.0,0.0,0.0,1.0,5.0
moons,1000,0.1,svm,1.0,0.0,1.0,0.0,0.0,1.0,10.0
moons,1000,0.1,svm,1.0,0.0,1.0,0.0,0.0,1.0,25.0
moons,1000,0.1,svm,1.0,0.0,1.0,0.0,0.0,1.0,50.0
moons,1000,0.1,svm,1.0,0.0,1.0,0.0,0.0,1.0,100.0
moons,1000,0.1,svm,1.0,0.0,0.997,0.006,0.003,1.0,250.0
moons,1000,0.1,svm,1.0,0.0,0.993,0.006,0.007,1.0,500.0
moons,1000,0.1,svm,1.0,0.0,0.978,0.012,0.022,1.0,1000.0
moons,1000,0.1,svm,0.814,0.005,0.812,0.042,0.002,10.0,0.0001
moons,1000,0.1,svm,0.858,0.004,0.86,0.033,-0.002,10.0,0.001
moons,1000,0.1,svm,0.885,0.003,0.886,0.027,-0.001,10.0,0.01
moons,1000,0.1,svm,0.976,0.001,0.976,0.013,0.0,10.0,0.1
moons,1000,0.1,svm,1.0,0.0,1.0,0.0,0.0,10.0,1.0
moons,1000,0.1,svm,1.0,0.0,1.0,0.0,0.0,10.0,2.0
moons,1000,0.1,svm,1.0,0.0,1.0,0.0,0.0,10.0,5.0
moons,1000,0.1,svm,1.0,0.0,1.0,0.0,0.0,10.0,10.0
moons,1000,0.1,svm,1.0,0.0,1.0,0.0,0.0,10.0,25.0
moons,1000,0.1,svm,1.0,0.0,1.0,0.0,0.0,10.0,50.0
moons,1000,0.1,svm,1.0,0.0,0.999,0.003,0.001,10.0,100.0
moons,1000,0.1,svm,1.0,0.0,0.998,0.004,0.002,10.0,250.0
moons,1000,0.1,svm,1.0,0.0,0.995,0.007,0.005,10.0,500.0
moons,1000,0.1,svm,1.0,0.0,0.983,0.015,0.017,10.0,1000.0
moons,10000,0.1,log_reg,0.824,0.001,0.824,0.011,0.0,0.001,0.0
moons,10000,0.1,log_reg,0.868,0.001,0.868,0.01,0.0,0.01,0.0
moons,10000,0.1,log_reg,0.881,0.001,0.881,0.013,0.0,0.1,0.0
moons,10000,0.1,log_reg,0.881,0.001,0.882,0.007,-0.001,1.0,0.0
moons,10000,0.1,log_reg,0.881,0.001,0.881,0.007,0.0,10.0,0.0
moons,10000,0.1,log_reg,0.881,0.002,0.882,0.014,-0.001,100.0,0.0
moons,10000,0.1,log_reg,0.881,0.001,0.882,0.008,-0.001,1000.0,0.0
moons,10000,0.1,svm,0.559,0.115,0.547,0.126,0.012,0.1,0.0001
moons,10000,0.1,svm,0.804,0.001,0.804,0.01,0.0,0.1,0.001
moons,10000,0.1,svm,0.859,0.001,0.859,0.01,0.0,0.1,0.01
moons,10000,0.1,svm,0.893,0.001,0.893,0.009,0.0,0.1,0.1
moons,10000,0.1,svm,0.999,0.0,0.999,0.001,0.0,0.1,1.0
moons,10000,0.1,svm,0.999,0.0,0.999,0.001,0.0,0.1,2.0
moons,10000,0.1,svm,0.999,0.0,0.999,0.001,0.0,0.1,5.0
moons,10000,0.1,svm,1.0,0.0,1.0,0.001,0.0,0.1,10.0
moons,10000,0.1,svm,1.0,0.0,1.0,0.001,0.0,0.1,25.0
moons,10000,0.1,svm,1.0,0.0,0.999,0.001,0.001,0.1,50.0
moons,10000,0.1,svm,1.0,0.0,0.999,0.0,0.001,0.1,100.0
moons,10000,0.1,svm,1.0,0.0,0.999,0.001,0.001,0.1,250.0
moons,10000,0.1,svm,1.0,0.0,0.999,0.001,0.001,0.1,500.0
moons,10000,0.1,svm,1.0,0.0,0.998,0.002,0.002,0.1,1000.0
moons,10000,0.1,svm,0.804,0.002,0.805,0.014,-0.001,1.0,0.0001
moons,10000,0.1,svm,0.859,0.001,0.859,0.012,0.0,1.0,0.001
moons,10000,0.1,svm,0.877,0.001,0.877,0.01,0.0,1.0,0.01
moons,10000,0.1,svm,0.969,0.0,0.969,0.003,0.0,1.0,0.1
moons,10000,0.1,svm,1.0,0.0,0.999,0.001,0.001,1.0,1.0
moons,10000,0.1,svm,1.0,0.0,1.0,0.001,0.0,1.0,2.0
moons,10000,0.1,svm,0.999,0.0,0.999,0.001,0.0,1.0,5.0
moons,10000,0.1,svm,1.0,0.0,0.999,0.001,0.001,1.0,10.0
moons,10000,0.1,svm,1.0,0.0,0.999,0.001,0.001,1.0,25.0
moons,10000,0.1,svm,1.0,0.0,0.999,0.001,0.001,1.0,50.0
moons,10000,0.1,svm,1.0,0.0,0.999,0.001,0.001,1.0,100.0
moons,10000,0.1,svm,1.0,0.0,0.999,0.001,0.001,1.0,250.0
moons,10000,0.1,svm,1.0,0.0,0.999,0.001,0.001,1.0,500.0
moons,10000,0.1,svm,1.0,0.0,0.998,0.002,0.002,1.0,1000.0
moons,10000,0.1,svm,0.859,0.001,0.859,0.008,0.0,10.0,0.0001
moons,10000,0.1,svm,0.876,0.001,0.877,0.01,-0.001,10.0,0.001
moons,10000,0.1,svm,0.882,0.001,0.882,0.009,0.0,10.0,0.01
moons,10000,0.1,svm,0.997,0.0,0.997,0.002,0.0,10.0,0.1
moons,10000,0.1,svm,1.0,0.0,0.999,0.001,0.001,10.0,1.0
moons,10000,0.1,svm,1.0,0.0,1.0,0.0,0.0,10.0,2.0
moons,10000,0.1,svm,1.0,0.0,1.0,0.001,0.0,10.0,5.0
moons,10000,0.1,svm,1.0,0.0,0.999,0.0,0.001,10.0,10.0
moons,10000,0.1,svm,1.0,0.0,0.999,0.001,0.001,10.0,25.0
moons,10000,0.1,svm,1.0,0.0,0.999,0.001,0.001,10.0,50.0
moons,10000,0.1,svm,1.0,0.0,0.999,0.001,0.001,10.0,100.0
moons,10000,0.1,svm,1.0,0.0,0.999,0.001,0.001,10.0,250.0
moons,10000,0.1,svm,1.0,0.0,0.999,0.001,0.001,10.0,500.0
moons,10000,0.1,svm,1.0,0.0,0.998,0.002,0.002,10.0,1000.0
moons,10,0.2,log_reg,0.8,0.044,0.8,0.4,0.0,0.001,0.0
moons,10,0.2,log_reg,0.8,0.044,0.8,0.4,0.0,0.01,0.0
moons,10,0.2,log_reg,0.8,0.044,0.8,0.4,0.0,0.1,0.0
moons,10,0.2,log_reg,0.889,0.0,0.8,0.4,0.089,1.0,0.0
moons,10,0.2,log_reg,0.911,0.044,0.8,0.4,0.111,10.0,0.0
moons,10,0.2,log_reg,1.0,0.0,0.8,0.4,0.2,100.0,0.0
moons,10,0.2,log_reg,1.0,0.0,0.8,0.4,0.2,1000.0,0.0
moons,10,0.2,svm,0.8,0.044,0.8,0.4,0.0,0.1,0.0001
moons,10,0.2,svm,0.8,0.044,0.8,0.4,0.0,0.1,0.001
moons,10,0.2,svm,0.8,0.044,0.8,0.4,0.0,0.1,0.01
moons,10,0.2,svm,0.8,0.044,0.8,0.4,0.0,0.1,0.1
moons,10,0.2,svm,0.8,0.044,0.8,0.4,0.0,0.1,1.0
moons,10,0.2,svm,0.8,0.044,0.8,0.4,0.0,0.1,2.0
moons,10,0.2,svm,0.8,0.044,0.8,0.4,0.0,0.1,5.0
moons,10,0.2,svm,0.8,0.044,0.8,0.4,0.0,0.1,10.0
moons,10,0.2,svm,0.8,0.044,0.8,0.4,0.0,0.1,25.0
moons,10,0.2,svm,0.8,0.044,0.8,0.4,0.0,0.1,50.0
moons,10,0.2,svm,0.8,0.044,0.8,0.4,0.0,0.1,100.0
moons,10,0.2,svm,0.8,0.044,0.8,0.4,0.0,0.1,250.0
moons,10,0.2,svm,0.8,0.044,0.8,0.4,0.0,0.1,500.0
moons,10,0.2,svm,0.8,0.044,0.8,0.4,0.0,0.1,1000.0
moons,10,0.2,svm,0.8,0.044,0.8,0.4,0.0,1.0,0.0001
moons,10,0.2,svm,0.8,0.044,0.8,0.4,0.0,1.0,0.001
moons,10,0.2,svm,0.8,0.044,0.8,0.4,0.0,1.0,0.01
moons,10,0.2,svm,0.8,0.044,0.8,0.4,0.0,1.0,0.1
moons,10,0.2,svm,0.9,0.033,0.8,0.4,0.1,1.0,1.0
moons,10,0.2,svm,0.911,0.044,0.8,0.4,0.111,1.0,2.0
moons,10,0.2,svm,1.0,0.0,0.8,0.4,0.2,1.0,5.0
moons,10,0.2,svm,1.0,0.0,0.8,0.4,0.2,1.0,10.0
moons,10,0.2,svm,1.0,0.0,0.8,0.4,0.2,1.0,25.0
moons,10,0.2,svm,1.0,0.0,0.8,0.4,0.2,1.0,50.0
moons,10,0.2,svm,1.0,0.0,0.8,0.4,0.2,1.0,100.0
moons,10,0.2,svm,1.0,0.0,0.8,0.4,0.2,1.0,250.0
moons,10,0.2,svm,1.0,0.0,0.8,0.4,0.2,1.0,500.0
moons,10,0.2,svm,1.0,0.0,0.8,0.4,0.2,1.0,1000.0
moons,10,0.2,svm,0.8,0.044,0.8,0.4,0.0,10.0,0.0001
moons,10,0.2,svm,0.8,0.044,0.8,0.4,0.0,10.0,0.001
moons,10,0.2,svm,0.8,0.044,0.8,0.4,0.0,10.0,0.01
moons,10,0.2,svm,0.9,0.033,0.8,0.4,0.1,10.0,0.1
moons,10,0.2,svm,1.0,0.0,0.8,0.4,0.2,10.0,1.0
moons,10,0.2,svm,1.0,0.0,0.8,0.4,0.2,10.0,2.0
moons,10,0.2,svm,1.0,0.0,0.8,0.4,0.2,10.0,5.0
moons,10,0.2,svm,1.0,0.0,0.8,0.4,0.2,10.0,10.0
moons,10,0.2,svm,1.0,0.0,0.8,0.4,0.2,10.0,25.0
moons,10,0.2,svm,1.0,0.0,0.8,0.4,0.2,10.0,50.0
moons,10,0.2,svm,1.0,0.0,0.8,0.4,0.2,10.0,100.0
